replay_row,component,root_box_id,record_id,final_adjudication_requirement,freeze_route_kind,freeze_route_status,final_replay_status,final_replay_pass
591,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho0.d3x31.d4y30.d5x50.d6y51.d7rho0.d8x30.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
592,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho0.d3x31.d4y30.d5x50.d6y51.d7rho0.d8x30.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
593,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho0.d3x31.d4y30.d5x50.d6y51.d7rho0.d8x31.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
594,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho0.d3x31.d4y30.d5x50.d6y51.d7rho0.d8x31.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
595,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho0.d3x31.d4y30.d5x50.d6y51.d7rho0.d8x31.d9y31.d10x50.d11y50.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
596,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho0.d3x31.d4y30.d5x50.d6y51.d7rho0.d8x31.d9y31.d10x50.d11y50.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
597,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho0.d3x31.d4y30.d5x50.d6y51.d7rho0.d8x31.d9y31.d10x50.d11y51.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
598,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho0.d3x31.d4y30.d5x50.d6y51.d7rho1.d8x30.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
599,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho0.d3x31.d4y30.d5x50.d6y51.d7rho1.d8x30.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
600,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho0.d3x31.d4y30.d5x50.d6y51.d7rho1.d8x31.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
601,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho0.d3x31.d4y30.d5x50.d6y51.d7rho1.d8x31.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
602,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho0.d3x31.d4y30.d5x50.d6y51.d7rho1.d8x31.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
603,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho0.d3x31.d4y31.d5x50.d6y51.d7rho0.d8x30.d9y30.d10x51.d11y50.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
604,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho0.d3x31.d4y31.d5x50.d6y51.d7rho0.d8x30.d9y30.d10x51.d11y51.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
605,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho0.d3x31.d4y31.d5x50.d6y51.d7rho0.d8x30.d9y31.d10x50.d11y50.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
606,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho0.d3x31.d4y31.d5x50.d6y51.d7rho0.d8x30.d9y31.d10x50.d11y50.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
607,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho0.d3x31.d4y31.d5x50.d6y51.d7rho0.d8x30.d9y31.d10x51.d11y51.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
608,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho0.d3x31.d4y31.d5x50.d6y51.d7rho0.d8x31.d9y31.d10x50.d11y51.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
609,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho0.d3x31.d4y31.d5x50.d6y51.d7rho0.d8x31.d9y31.d10x51.d11y51.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
610,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho0.d3x31.d4y31.d5x50.d6y51.d7rho1.d8x30.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
611,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho0.d3x31.d4y31.d5x50.d6y51.d7rho1.d8x30.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
612,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho0.d3x31.d4y31.d5x50.d6y51.d7rho1.d8x30.d9y30.d10x51.d11y51.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
613,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho0.d3x31.d4y31.d5x50.d6y51.d7rho1.d8x30.d9y30.d10x51.d11y51.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
614,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho0.d3x31.d4y31.d5x50.d6y51.d7rho1.d8x31.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
615,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho0.d3x31.d4y31.d5x50.d6y51.d7rho1.d8x31.d9y30.d10x51.d11y51.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
616,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho0.d3x31.d4y31.d5x50.d6y51.d7rho1.d8x31.d9y30.d10x51.d11y51.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
617,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y51.d7rho0.d8x30.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
618,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y51.d7rho0.d8x30.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
619,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y51.d7rho0.d8x30.d9y31.d10x50.d11y51.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
620,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y51.d7rho0.d8x30.d9y31.d10x51.d11y50.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
621,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y51.d7rho0.d8x30.d9y31.d10x51.d11y50.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
622,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y51.d7rho0.d8x31.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
623,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y51.d7rho0.d8x31.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
624,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y51.d7rho0.d8x31.d9y31.d10x51.d11y50.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
625,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y51.d7rho0.d8x31.d9y31.d10x51.d11y50.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
626,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y51.d7rho0.d8x31.d9y31.d10x51.d11y51.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
627,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y51.d7rho1.d8x30.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
628,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y51.d7rho1.d8x30.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
629,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y51.d7rho1.d8x30.d9y31.d10x50.d11y50.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
630,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y51.d7rho1.d8x30.d9y31.d10x50.d11y51.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
631,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y51.d7rho1.d8x30.d9y31.d10x50.d11y51.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
632,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y51.d7rho1.d8x30.d9y31.d10x51.d11y51.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
633,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y51.d7rho1.d8x30.d9y31.d10x51.d11y51.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
634,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y51.d7rho1.d8x31.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
635,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y51.d7rho1.d8x31.d9y31.d10x51.d11y50.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
636,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y51.d7rho1.d8x31.d9y31.d10x51.d11y50.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
637,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y51.d7rho1.d8x31.d9y31.d10x51.d11y51.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
638,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y31.d5x50.d6y51.d7rho0.d8x30.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
639,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y31.d5x50.d6y51.d7rho0.d8x30.d9y30.d10x51.d11y51.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
640,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y31.d5x50.d6y51.d7rho0.d8x30.d9y31.d10x50.d11y50.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
641,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y31.d5x50.d6y51.d7rho0.d8x30.d9y31.d10x50.d11y51.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
642,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y31.d5x50.d6y51.d7rho0.d8x30.d9y31.d10x51.d11y50.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
643,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y31.d5x50.d6y51.d7rho0.d8x30.d9y31.d10x51.d11y50.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
644,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y31.d5x50.d6y51.d7rho0.d8x31.d9y30.d10x51.d11y50.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
645,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y31.d5x50.d6y51.d7rho0.d8x31.d9y30.d10x51.d11y50.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
646,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y31.d5x50.d6y51.d7rho0.d8x31.d9y31.d10x50.d11y50.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
647,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y31.d5x50.d6y51.d7rho0.d8x31.d9y31.d10x50.d11y50.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
648,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y31.d5x50.d6y51.d7rho1.d8x30.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
649,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y31.d5x50.d6y51.d7rho1.d8x30.d9y31.d10x50.d11y51.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
650,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y31.d5x50.d6y51.d7rho1.d8x30.d9y31.d10x51.d11y50.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
651,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y31.d5x50.d6y51.d7rho1.d8x30.d9y31.d10x51.d11y50.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
652,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y31.d5x50.d6y51.d7rho1.d8x31.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
653,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y31.d5x50.d6y51.d7rho1.d8x31.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
654,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x30.d4y31.d5x50.d6y51.d7rho1.d8x31.d9y30.d10x51.d11y50.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
655,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y51.d7rho0.d8x30.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
656,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y51.d7rho0.d8x30.d9y31.d10x50.d11y50.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
657,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y51.d7rho0.d8x31.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
658,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y51.d7rho0.d8x31.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
659,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y51.d7rho0.d8x31.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
660,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y51.d7rho1.d8x30.d9y31.d10x50.d11y50.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
661,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y51.d7rho1.d8x30.d9y31.d10x50.d11y50.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
662,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y51.d7rho1.d8x30.d9y31.d10x51.d11y51.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
663,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y51.d7rho1.d8x30.d9y31.d10x51.d11y51.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
664,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y51.d7rho1.d8x31.d9y31.d10x51.d11y51.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
665,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y51.d7rho1.d8x31.d9y31.d10x51.d11y51.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
666,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x31.d4y31.d5x50.d6y51.d7rho0.d8x30.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
667,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x31.d4y31.d5x50.d6y51.d7rho0.d8x30.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
668,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x31.d4y31.d5x50.d6y51.d7rho0.d8x30.d9y31.d10x50.d11y51.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
669,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x31.d4y31.d5x50.d6y51.d7rho0.d8x30.d9y31.d10x51.d11y51.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
670,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x31.d4y31.d5x50.d6y51.d7rho0.d8x30.d9y31.d10x51.d11y51.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
671,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x31.d4y31.d5x50.d6y51.d7rho0.d8x31.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
672,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x31.d4y31.d5x50.d6y51.d7rho0.d8x31.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
673,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x31.d4y31.d5x50.d6y51.d7rho0.d8x31.d9y30.d10x51.d11y51.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
674,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x31.d4y31.d5x50.d6y51.d7rho1.d8x30.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
675,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x31.d4y31.d5x50.d6y51.d7rho1.d8x30.d9y31.d10x50.d11y51.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
676,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x31.d4y31.d5x50.d6y51.d7rho1.d8x30.d9y31.d10x50.d11y51.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
677,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x31.d4y31.d5x50.d6y51.d7rho1.d8x30.d9y31.d10x51.d11y51.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
678,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x31.d4y31.d5x50.d6y51.d7rho1.d8x30.d9y31.d10x51.d11y51.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
679,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x31.d4y31.d5x50.d6y51.d7rho1.d8x31.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
680,TENSOR,D060-00001200,A062-D060-00001200.d1rho1.d2rho1.d3x31.d4y31.d5x50.d6y51.d7rho1.d8x31.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
681,TENSOR,D060-00003601,A062-D060-00003601.d1rho0.d2rho0.d3x30.d4y30.d5x50.d6y51.d7rho0.d8x30.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
682,TENSOR,D060-00003601,A062-D060-00003601.d1rho0.d2rho0.d3x30.d4y30.d5x50.d6y51.d7rho0.d8x30.d9y30.d10x51.d11y50.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
683,TENSOR,D060-00003601,A062-D060-00003601.d1rho0.d2rho0.d3x30.d4y30.d5x50.d6y51.d7rho0.d8x30.d9y30.d10x51.d11y50.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
684,TENSOR,D060-00003601,A062-D060-00003601.d1rho0.d2rho0.d3x30.d4y30.d5x50.d6y51.d7rho0.d8x30.d9y31.d10x50.d11y51.d12rho0,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
685,TENSOR,D060-00003601,A062-D060-00003601.d1rho0.d2rho0.d3x30.d4y30.d5x50.d6y51.d7rho0.d8x30.d9y31.d10x50.d11y51.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
686,TENSOR,D060-00003601,A062-D060-00003601.d1rho0.d2rho0.d3x30.d4y30.d5x50.d6y51.d7rho0.d8x31.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p0_safe_inherited_support_area_record_freeze_candidate,frozen_inherited_candidate,pass_final_replay_only,True
