replay_row,component,root_box_id,record_id,final_adjudication_requirement,freeze_route_kind,freeze_route_status,final_replay_status,final_replay_pass
1649,TENSOR,D060-00008410,A062-D060-00008410.d1rho0.d2rho1.d3x30.d4y30.d5x50.d6y51.d7rho0.d8x31.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1650,TENSOR,D060-00008410,A062-D060-00008410.d1rho0.d2rho1.d3x30.d4y30.d5x50.d6y51.d7rho1.d8x30.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1651,TENSOR,D060-00008410,A062-D060-00008410.d1rho0.d2rho1.d3x30.d4y30.d5x50.d6y51.d7rho1.d8x30.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1652,TENSOR,D060-00008410,A062-D060-00008410.d1rho0.d2rho1.d3x30.d4y30.d5x50.d6y51.d7rho1.d8x31.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1653,TENSOR,D060-00008410,A062-D060-00008410.d1rho0.d2rho1.d3x30.d4y30.d5x50.d6y51.d7rho1.d8x31.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1654,TENSOR,D060-00008410,A062-D060-00008410.d1rho0.d2rho1.d3x30.d4y31.d5x50.d6y51.d7rho0.d8x30.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1655,TENSOR,D060-00008410,A062-D060-00008410.d1rho0.d2rho1.d3x30.d4y31.d5x50.d6y51.d7rho0.d8x30.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1656,TENSOR,D060-00008410,A062-D060-00008410.d1rho0.d2rho1.d3x30.d4y31.d5x50.d6y51.d7rho1.d8x30.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1657,TENSOR,D060-00008410,A062-D060-00008410.d1rho0.d2rho1.d3x30.d4y31.d5x50.d6y51.d7rho1.d8x30.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1658,TENSOR,D060-00008410,A062-D060-00008410.d1rho0.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho0.d8x30.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1659,TENSOR,D060-00008410,A062-D060-00008410.d1rho0.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho1.d8x30.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1660,TENSOR,D060-00008410,A062-D060-00008410.d1rho0.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho1.d8x30.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1661,TENSOR,D060-00008410,A062-D060-00008410.d1rho0.d2rho1.d3x31.d4y30.d5x50.d6y51.d7rho0.d8x30.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1662,TENSOR,D060-00008410,A062-D060-00008410.d1rho0.d2rho1.d3x31.d4y30.d5x50.d6y51.d7rho0.d8x30.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1663,TENSOR,D060-00008410,A062-D060-00008410.d1rho0.d2rho1.d3x31.d4y31.d5x50.d6y50.d7rho0.d8x31.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1664,TENSOR,D060-00008410,A062-D060-00008410.d1rho0.d2rho1.d3x31.d4y31.d5x50.d6y50.d7rho0.d8x31.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1665,TENSOR,D060-00008410,A062-D060-00008410.d1rho0.d2rho1.d3x31.d4y31.d5x50.d6y50.d7rho1.d8x30.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1666,TENSOR,D060-00008410,A062-D060-00008410.d1rho0.d2rho1.d3x31.d4y31.d5x50.d6y50.d7rho1.d8x31.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1667,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho0.d3x30.d4y30.d5x50.d6y50.d7rho0.d8x31.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1668,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho0.d3x30.d4y30.d5x50.d6y50.d7rho1.d8x31.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1669,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho0.d3x30.d4y30.d5x50.d6y50.d7rho1.d8x31.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1670,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho0.d3x30.d4y30.d5x50.d6y51.d7rho0.d8x30.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1671,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho0.d3x30.d4y30.d5x50.d6y51.d7rho0.d8x30.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1672,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho0.d3x30.d4y30.d5x50.d6y51.d7rho0.d8x31.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1673,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho0.d3x30.d4y30.d5x50.d6y51.d7rho0.d8x31.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1674,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho0.d3x30.d4y31.d5x50.d6y51.d7rho0.d8x30.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1675,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho0.d3x30.d4y31.d5x50.d6y51.d7rho0.d8x30.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1676,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho0.d3x30.d4y31.d5x50.d6y51.d7rho0.d8x31.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1677,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho0.d3x31.d4y30.d5x50.d6y50.d7rho0.d8x30.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1678,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho0.d3x31.d4y30.d5x50.d6y50.d7rho0.d8x30.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1679,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho0.d3x31.d4y30.d5x50.d6y50.d7rho0.d8x31.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1680,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho0.d3x31.d4y30.d5x50.d6y50.d7rho0.d8x31.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1681,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho0.d3x31.d4y30.d5x50.d6y50.d7rho1.d8x30.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1682,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho0.d3x31.d4y30.d5x50.d6y50.d7rho1.d8x30.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1683,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho0.d3x31.d4y30.d5x50.d6y50.d7rho1.d8x31.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1684,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho0.d3x31.d4y30.d5x50.d6y50.d7rho1.d8x31.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1685,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho0.d3x31.d4y30.d5x50.d6y50.d7rho1.d8x31.d9y31.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1686,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho0.d3x31.d4y31.d5x50.d6y50.d7rho0.d8x31.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1687,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho0.d3x31.d4y31.d5x50.d6y50.d7rho0.d8x31.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1688,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho0.d3x31.d4y31.d5x50.d6y50.d7rho1.d8x31.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1689,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho0.d3x31.d4y31.d5x50.d6y50.d7rho1.d8x31.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1690,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho0.d3x31.d4y31.d5x50.d6y50.d7rho1.d8x31.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1691,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho0.d3x31.d4y31.d5x50.d6y50.d7rho1.d8x31.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1692,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y50.d7rho0.d8x30.d9y31.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1693,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y50.d7rho0.d8x31.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1694,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y50.d7rho0.d8x31.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1695,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y50.d7rho0.d8x31.d9y31.d10x51.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1696,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y50.d7rho1.d8x31.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1697,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y50.d7rho1.d8x31.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1698,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x30.d4y30.d5x50.d6y50.d7rho1.d8x31.d9y31.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1699,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x30.d4y31.d5x50.d6y50.d7rho0.d8x30.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1700,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x30.d4y31.d5x50.d6y50.d7rho1.d8x30.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1701,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x30.d4y31.d5x50.d6y50.d7rho1.d8x30.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1702,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x30.d4y31.d5x50.d6y50.d7rho1.d8x31.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1703,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x30.d4y31.d5x50.d6y50.d7rho1.d8x31.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1704,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x30.d4y31.d5x50.d6y50.d7rho1.d8x31.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1705,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho0.d8x30.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1706,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho0.d8x30.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1707,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho0.d8x30.d9y31.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1708,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho0.d8x30.d9y31.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1709,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho0.d8x31.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1710,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho0.d8x31.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1711,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho0.d8x31.d9y31.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1712,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho0.d8x31.d9y31.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1713,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho0.d8x31.d9y31.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1714,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho0.d8x31.d9y31.d10x50.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1715,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho1.d8x30.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1716,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho1.d8x30.d9y31.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1717,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho1.d8x30.d9y31.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1718,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho1.d8x31.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1719,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho1.d8x31.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1720,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho1.d8x31.d9y31.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1721,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho1.d8x31.d9y31.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1722,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho1.d8x31.d9y31.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1723,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y31.d5x50.d6y50.d7rho0.d8x30.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1724,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y31.d5x50.d6y50.d7rho0.d8x30.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1725,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y31.d5x50.d6y50.d7rho0.d8x30.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1726,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y31.d5x50.d6y50.d7rho0.d8x30.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1727,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y31.d5x50.d6y50.d7rho0.d8x31.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1728,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y31.d5x50.d6y50.d7rho0.d8x31.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1729,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y31.d5x50.d6y50.d7rho1.d8x30.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1730,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y31.d5x50.d6y50.d7rho1.d8x30.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1731,TENSOR,D060-00008410,A062-D060-00008410.d1rho1.d2rho1.d3x31.d4y31.d5x50.d6y50.d7rho1.d8x31.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1732,TENSOR,D060-00013204,A062-D060-00013204.d1rho0.d2rho0.d3y51.d4x30.d5y30.d6x50.d7rho1.d8y51.d9x30.d10y31.d11x51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1733,TENSOR,D060-00013204,A062-D060-00013204.d1rho0.d2rho0.d3y51.d4x30.d5y30.d6x50.d7rho1.d8y51.d9x30.d10y31.d11x51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1734,TENSOR,D060-00013204,A062-D060-00013204.d1rho0.d2rho0.d3y51.d4x30.d5y31.d6x50.d7rho0.d8y51.d9x30.d10y31.d11x51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1735,TENSOR,D060-00013204,A062-D060-00013204.d1rho0.d2rho0.d3y51.d4x30.d5y31.d6x50.d7rho0.d8y51.d9x30.d10y31.d11x51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1736,TENSOR,D060-00013204,A062-D060-00013204.d1rho0.d2rho0.d3y51.d4x30.d5y31.d6x50.d7rho1.d8y51.d9x30.d10y30.d11x51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1737,TENSOR,D060-00013204,A062-D060-00013204.d1rho0.d2rho0.d3y51.d4x30.d5y31.d6x50.d7rho1.d8y51.d9x30.d10y31.d11x51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1738,TENSOR,D060-00013204,A062-D060-00013204.d1rho0.d2rho0.d3y51.d4x30.d5y31.d6x50.d7rho1.d8y51.d9x30.d10y31.d11x51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1739,TENSOR,D060-00013204,A062-D060-00013204.d1rho0.d2rho0.d3y51.d4x30.d5y31.d6x50.d7rho1.d8y51.d9x31.d10y31.d11x51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1740,TENSOR,D060-00013204,A062-D060-00013204.d1rho0.d2rho0.d3y51.d4x30.d5y31.d6x51.d7rho0.d8y51.d9x31.d10y31.d11x50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1741,TENSOR,D060-00013204,A062-D060-00013204.d1rho0.d2rho0.d3y51.d4x31.d5y30.d6x51.d7rho0.d8y51.d9x30.d10y30.d11x50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1742,TENSOR,D060-00013204,A062-D060-00013204.d1rho0.d2rho0.d3y51.d4x31.d5y30.d6x51.d7rho0.d8y51.d9x30.d10y31.d11x51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1743,TENSOR,D060-00013204,A062-D060-00013204.d1rho0.d2rho0.d3y51.d4x31.d5y30.d6x51.d7rho0.d8y51.d9x31.d10y31.d11x50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1744,TENSOR,D060-00013204,A062-D060-00013204.d1rho0.d2rho0.d3y51.d4x31.d5y30.d6x51.d7rho0.d8y51.d9x31.d10y31.d11x50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1745,TENSOR,D060-00013204,A062-D060-00013204.d1rho0.d2rho0.d3y51.d4x31.d5y30.d6x51.d7rho0.d8y51.d9x31.d10y31.d11x51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1746,TENSOR,D060-00013204,A062-D060-00013204.d1rho0.d2rho0.d3y51.d4x31.d5y30.d6x51.d7rho0.d8y51.d9x31.d10y31.d11x51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1747,TENSOR,D060-00013204,A062-D060-00013204.d1rho0.d2rho0.d3y51.d4x31.d5y30.d6x51.d7rho1.d8y51.d9x31.d10y31.d11x50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
1748,TENSOR,D060-00013204,A062-D060-00013204.d1rho0.d2rho0.d3y51.d4x31.d5y30.d6x51.d7rho1.d8y51.d9x31.d10y31.d11x50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
